"cnpj_base","ordem","dv","matriz_filial","nome_fantasia","situacao_cadastral","data_situacao_cadastral","motivo_situacao_cadastral","nome_cidade_exterior","pais","data_inicio_atividade","cnae_principal","cnae_secundaria","tipo_logradouro","logradouro","numero","complemento","bairro","cep","uf","municipio","ddd1","telefone1","ddd2","telefone2","ddd_fax","fax","correio_eletronico","situacao_especial","data_situacao_especial"
"07906778","0002","94","2","ALFAMAWEB","02","2015-12-21","00","","","2015-12-21","1830003","6201501,6204000,6311900,7490199,6201502,6202300,6203100,6209100,7312200,6319400,7311400","AVENIDA","ROTARY","295","","ATALAIA","49037550","SE","3105","79","30447890","","","","","","",NULL
"41462732","0001","80","1","BUZZ - UP YOUR BUSINESS","02","2021-04-05","00","","","2021-04-05","6319400","4761001,5811500,5819100,5912099,6201501,6201502,6202300,6203100,6311900,7311400,7312200,7319002,7319003,7319004,7410299,8220200,8230001,8599604,8599699","AVENIDA","PEDRO PAES AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","99072168","79","91514799","","","CONTATO@BUZZUP.PRO","",NULL
"35042813","0001","29","1","SYNUP","02","2019-10-01","00","","","2019-10-01","6201501","6202300,6203100,6204000,6209100,7311400,7319002,7319003,8599604,8599699","RUA","LOURIVAL CHAGAS","45","","GRAGERU","49025390","SE","3105","79","81337623","","","","","CONTATO@SYNUP.COM.BR","",NULL
"43946413","0001","76","1","GATO DIGITAL","02","2021-10-20","00","","","2021-10-20","8599604","4761001,5811500,5912099,6202300,6203100,6319400,7020400,7319002,7490104,8599605,8599699","RUA","WILSON BARBOSA DE MELO","23","TERREO01","ATALAIA","49037590","SE","3105","79","32232159","","","","","TERAPIACONTATOZERO@GMAIL.COM","",NULL
"44797019","0001","86","1","REVISALEI CONCURSOS","02","2022-01-10","00","","","2022-01-10","8599604","4761001,5811500,5912099,6202300,6203100,6319400,7020400,7319002,7319003,7490104,8599605,8599699","RUA","WILSON BARBOSA DE MELO","23","TERREO01","ATALAIA","49037590","SE","3105","79","32232159","","","","","CONTATO@REVISALEI.COM.BR","",NULL
"47415267","0001","03","1","","02","2022-08-04","00","","105","2022-08-04","6201501","6202300,6203100","RUA","MARIA VASCONCELOS DE ANDRADE","1720","APT   201                 BLOCO 04                  COND  ARIOVALDO SOUZA","ARUANA","49000626","SE","3105","79","99907152","0000","00000000","","","GUSTAVOBEZERRAPAIXAO@GMAIL.COM","",NULL
"47942239","0001","44","1","NOVASCE","02","2022-09-14","00","","105","2022-09-14","6201501","6201502,6202300,6203100,6204000,6209100,6311900,6319400","RUA","RIACHUELO","878","","SAO JOSE","49015160","SE","3105","79","96719365","","","","","EDUARDO.SAVIO@NOVASCE.COM","",NULL
"48089836","0001","30","1","POP CITY TECNOLOGIA","02","2022-09-26","00","","105","2022-09-26","6204000","5811500,5911102,5912099,6201501,6201502,6203100,6209100,6319400,7311400,7319003,7319004,7319099,7320300,7410299,7420001","RUA","ESTANCIA","818","LOJA  B","CENTRO","49010180","SE","3105","79","81147016","","","","","SAC@POPCITY.COM.BR","",NULL
"48113592","0001","84","1","COMERCIAL LUCA","02","2022-09-28","00","","","2022-09-28","4649404","3329501,4615000,4619200,4647801,4742300,4743100,4751201,4752100,4753900,4754701,4756300,4759899,4761001,4761003,4763601,4773300,4789007,5811500,6203100,6209100,7319002,7733100,9529105","RUA","PADRE NESTOR SAMPAIO","140","","LUZIA","49045015","SE","3105","79","33023464","","","","","COMERCIALLUCALTDA@GMAIL.COM","",NULL
"48538859","0001","85","1","VARJAO TECH","02","2022-11-07","00","","105","2022-11-07","6201501","6201502,6202300,6203100,6204000,6209100,6311900,6319400","RUA","RIACHUELO","878","","SAO JOSE","49015160","SE","3105","79","91648967","0000","00000000","","","VARJAOTECH@GMAIL.COM","",NULL
"48554157","0001","95","1","SOFTWATH","02","2022-11-08","00","","105","2022-11-08","6202300","5819100,6203100","RUA","PASTOR EUCLIDES ARLINDO","595","","PEREIRA LOBO","49052330","SE","3105","79","30221776","0000","00000000","","","MATHEUSBARBOSA.DEV@GMAIL.COM","",NULL
"48722515","0001","21","1","AGENCIA ACERTE PUBLICIDADE","02","2022-11-25","00","","105","2022-11-25","7311400","6201501,6202300,6203100,6209100,6319400,7312200,7319099,8599604","AVENIDA","MINISTRO GERALDO BARRETO SOBRAL","2100","SALA  1307 CENTRO EMPRESAR","GRAGERU","49027255","SE","3105","79","99696601","0000","00000000","","","DELIOBOMFIM@AGENCIAACERTE.COM","",NULL
"50420597","0001","00","1","R MATOS SOLUCOES TECNOLOGICAS","02","2023-04-24","00","","105","2023-04-24","6201501","6202300,6203100,6204000,6209100","RUA","JASIEL DE BRITO CORTES","847","APT   403 BL GAROA CD RECA","JABOTIANA","49095780","SE","3105","79","88367457","0000","00000000","","","ALEXPEREIRA22@YAHOO.COM.BR","",NULL
"51269483","0001","65","1","CONFORFIT ON","02","2023-07-03","00","","105","2023-07-03","6202300","6203100,6209100,8599604","AVENIDA","JORGE AMADO","1565","SALA  04 06","JARDINS","49025330","SE","3105","79","91186083","0000","00000000","","","CONTATO@CONFORFIT.COM.BR","",NULL
"01159435","0090","11","2","","02","2023-07-06","00","","","2023-07-06","8220200","3329599,6202300,6203100,6209100,7830200,8299701","AVENIDA","FARM CEZARTINA REGIS","276","SALA  A","JABOTIANA","49095100","SE","3105","81","21222141","81","21222122","","","FISCAL@GRUPOPROVIDER.COM.BR","",NULL
"51701060","0001","72","1","REPIPER","02","2023-08-05","00","","105","2023-08-05","6201501","6202300,6203100,6209100,6319400,8599604","RUA","SAO JUDAS TADEU","285","","PEREIRA LOBO","49050710","SE","3105","79","88293815","0000","00000000","","","RALMS@OUTLOOK.COM","",NULL
"52621020","0001","83","1","BRUNO VIANNA PERGENTINO","02","2023-10-23","00","","105","2023-10-23","6201501","6201502,6202300,6203100","RUA","LAGARTO","1624","","SAO JOSE","49015270","SE","3105","75","92634230","0000","00000000","","","BRUNOVPERGENTINO@GMAIL.COM","",NULL
"53066896","0001","78","1","","02","2023-12-01","00","","105","2023-12-01","6203100","6201502,6311900","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","32143445","0000","00000000","","","FISCAL.ACCIOLYCONTABILIDADE@GMAIL.COM","",NULL
"53344219","0001","74","1","","02","2024-01-02","00","","105","2024-01-02","6204000","6201501,6202300,6203100","RUA","BOSCO SCAFFS","95","","INACIO BARBOSA","49041060","SE","3105","21","80309796","0000","00000000","","","RUI@AIPIM.TECH","",NULL
"53958675","0001","04","1","TDR CAPITAL","02","2024-02-19","00","","105","2024-02-19","6204000","6201501,6202300,6203100,6209100,7020400,8599603,8599604,8599605","RUA","PACATUBA","254","SALA  1105                EDIF  PAULO FIGUEIREDO","CENTRO","49010150","SE","3105","79","98371523","","","","","CONTATO.TDRCAPITAL@GMAIL.COM","",NULL
"54289629","0001","22","1","CURSOS EDUCAR","02","2024-03-12","00","","105","2024-03-12","8599604","6201501,6203100,6204000,6319400,7490101,8541400,8542200,8550302,8599605,8599699","RUA","LAGARTO","1624","","SAO JOSE","49015270","SE","3105","79","81020909","0000","00000000","","","FABIOFIGUEIROA1972@GMAIL.COM","",NULL
"53420538","0017","89","2","","02","2024-09-02","00","","","2024-09-02","8211300","4321500,6201501,6202300,6203100,6204000,6209100,6311900,6399200,7490104,7739099,8020001,8220200,8291100,9511800","RUA","PADRE NESTOR SAMPAIO","140","","LUZIA","49045015","SE","3105","31","31313100","","","","","LD-LIDERESTRIBUTARIOS@OI.NET.BR","",NULL
"54939159","0001","03","1","INOVAR SOLUCOES","02","2024-04-29","00","","","2024-04-29","6202300","6201501,6203100,6204000,6209100,6311900,6399200","AVENIDA","DOUTOR JOSE MACHADO DE SOUZA","220","SALA  1319 CD GENTIL BARBO","JARDINS","49025740","SE","3105","74","91108023","","","","","GECI.BEZERRA@INOVARCOLABORANDO.COM.BR","",NULL
"57916979","0001","60","1","JOSE AFONSO OLIVEIRA GOMES","02","2024-10-31","00","","105","2024-10-31","8599603","6201501,6201502,6202300,6203100,6204000,6209100,6311900,6319400,8211300,9511800","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","96737002","0000","00000000","","","AFONSO.OLIVEIRAGOMES@GMAIL.COM","",NULL
"59825824","0001","43","1","NA SENA","02","2025-03-10","00","","105","2025-03-10","7311400","6201501,6202300,6203100,6204000,6209100,7319002,7319003,7319004,8230001,8599604","RUA","SERGIPE","825","SALA  01","SIQUEIRA CAMPOS","49075540","SE","3105","79","98913789","0000","00000000","","","CAMILADSENA@GMAIL.COM","",NULL
"11518017","0007","47","2","","02","2025-04-25","00","","","2025-04-25","6201501","4923002,6202300,6203100,6204000,6209100,6810201,7020400,7711000,7820500","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","27","96623460","27","96623560","27","96623460","FINANCEIRO@TECHPARKTECNOLOGIA.COM.BR","",NULL
"61310690","0001","70","1","","02","2025-06-14","00","","","2025-06-14","6201501","6202300,7990200,6203100","RUA","NOURIVAL DA SILVA","201","","JABOTIANA","49095815","SE","3105","79","98593238","79","91596454","","","FOUNDERS@MYTRIPLY.IO","",NULL
"11844663","0015","04","2","","02","2025-06-27","00","","","2025-06-27","6110803","3312102,4618499,4619200,4751201,6120599,6141800,6190601,6190699,6201501,6202300,6203100,6204000,6209100,6311900,6319400,6399200,6462000,7311400,7733100,7739099","AVENIDA","ANIZIO AZEVEDO","329","","TREZE DE JULHO","49020243","SE","3105","81","34976060","","","","","CONTABILIDADE@1TELECOM.COM.BR","",NULL
"61898324","0001","83","1","","02","2025-07-24","00","","105","2025-07-24","6202300","6201501,6203100,6204000,6209100","PRACA","CAMERINO","101","PAVMTO01","CENTRO","49010220","SE","3105","79","99713473","","","","","JOSEBENITONETO@EMAIL.COM","",NULL
"53543238","0001","20","1","MUT SOLUCOES E EMPREENDIMENTOS","02","2024-01-17","00","","105","2024-01-17","4120400","4110700,4313400,4321500,4330404,4399103,4399199,6202300,6203100,6463800,6810201,6810202,6821801,6822600,7112000,7732201","RUA","VOLNEY LOUREIRO TAVARES","86","","INACIO BARBOSA","49040670","SE","3105","79","99175679","","","","","MUTSOLUCOES@GMAIL.COM","",NULL
"62001625","0001","25","1","VYLLO","02","2025-07-31","00","","105","2025-07-31","6203100","6201501,6202300,6311900,6319400","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","11","75853978","0000","00000000","","","VYLLOOFICIAL@GMAIL.COM","",NULL
"62422354","0001","81","1","256 TECNOLOGIA","02","2025-08-27","00","","105","2025-08-27","6204000","1830003,6201501,6201502,6202300,6203100,6209100,6311900,6319400,8599604,9511800","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","55555555","0000","00000000","","","IGORTKD2006@GMAIL.COM","",NULL
"62870749","0001","47","1","AIRY BASTION","02","2025-09-24","00","","105","2025-09-24","6203100","","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","91556113","0000","00000000","","","AIRYBASTION@GMAIL.COM","",NULL
"63216623","0001","16","1","ZETEC SOLUCOES EM INFORMATICA","02","2025-10-16","00","","105","2025-10-16","6201501","6202300,6203100,6204000,6209100,6311900,6319400","RUA","OSCAR VALOIS GALVAO","130","SALA  A","GRAGERU","49027220","SE","3105","79","32119547","0000","00000000","","","MAX@QUINTOOFICIO.COM.BR","",NULL
"06290124","0001","35","1","LUMEN GAMES","02",NULL,"00","","","2004-05-17","6203100","6201501,6202300,6209100,6319400,7420001,8599604","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","79","30855976","","","79","21077070","TIAGO.MELO@LUMENTECH.CC","",NULL
"81188542","0002","12","2","","02","2005-11-03","00","","","1999-06-16","7112000","0210101,0210102,0210103,0210105,0210106,0210107,0210108,0210109,0210199,0220906,6202300,6203100,7119701,7119703,7119799,7490199","RUA","PROMOTOR ARQUIBALDO MENDONCA","495","","SUISSA","49050650","SE","3105","41","32525861","","","","","","",NULL
"03963938","0001","03","1","GESTOR SISTEMAS","02","2005-11-03","00","","","2000-07-28","6204000","6201501,6202300,6203100,6399200,6319400,6209100,6311900","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","99139162","","","","","COMERCIAL@GESTORSISTEMAS.NET.BR","",NULL
"01240349","0001","63","1","PYXIS TECNOLOGIA","02","2004-12-24","00","","","1996-06-11","6201501","6202300,6203100,6209100,6311900,6911703","AVENIDA","FRANKLIN DE CAMPOS SOBRAL","2185","","GRAGERU","49027000","SE","3105","79","99729246","","","79","32593550","SERGIO@PYXISTEC.COM.BR","",NULL
"10408050","0001","66","1","INTERATIVA","02","2008-10-14","00","","","2008-10-14","6201501","6202300,6203100,6209100,6311900,6319400","AVENIDA","JOAO RIBEIRO","1466","","INDUSTRIAL","49065000","SE","3105","79","32119405","","","","","","",NULL
"10476767","0001","45","1","INFOTC SERVICOS","02","2008-11-05","00","","","2008-11-05","6209100","4321500,4329101,5819100,5911102,6201501,6202300,6203100,6311900,6319400,7312200,7320300,8111700,8130300,8219901,9511800","RUA","PROF OSCAR VASCONCELOS","62","CASA  A","JABOTIANA","49095600","SE","3105","79","32143459","79","88166777","","","JEA@JEAASSESSORIACONTABIL.COM.BR","",NULL
"10756289","0001","27","1","VALORE SOLUZIONE","02","2009-04-06","00","","","2009-04-06","7020400","6201501,6201502,6202300,6203100,6204000,6209100,7320300,8230001,8599603,8599604,8599699","RUA","BOSCO SCAFFS","95","","INACIO BARBOSA","49041060","SE","3105","79","88466909","","","","","ADM@SPAZIOVALORE.COM","",NULL
"05022353","0019","35","2","","02","2010-06-21","00","","","2010-06-21","8299799","4651601,4651602,4652400,6201501,6202300,6203100,6204000,6209100,6311900,6399200,6462000,6619399","AVENIDA","BARAO DE MARUIM","629","","SAO JOSE","49015040","SE","3105","21","21289500","","","79","32433883","FISCAL@RVTECNOLOGIA.COM.BR","",NULL
"04589357","0002","99","2","CIBERIAN TECNOLOGIA DA INFORMACAO LTDA - EPP","02","2013-01-14","00","","","2013-01-14","6201501","6202300,6203100,6204000,6209100,6311900,8220200","PRACA","ASSIS CHATEAUBRIAND","173","LOJA  11","SALGADO FILHO","49020360","SE","3105","71","31134546","","","","","ADMINISTRATIVO@CIBERIAN.COM.BR","",NULL
"11037368","0003","02","2","WTR SERVICES","02","2015-02-09","00","","","2015-02-09","6204000","4752100,7733100,4751201,6202300,6203100,6209100","AVENIDA","RIO BRANCO","186","EDIF: OVIEDO TEIXEIRA; SALA: 100310041005;","CENTRO","49010030","SE","3105","79","32480621","","","","","","",NULL
"22254906","0001","75","1","","02","2020-02-28","00","","","2015-04-13","4120400","4930201,4313400,7732201,7711000,8130300,8121400,4520001,4923002,7739099,4322302,6822600,6203100,8230001,4321500,4399199,8129000,7319099","RUA","GERVASIO DE ARAUJO SOUZA","715","","COROA DO MEIO","49035645","SE","3105","79","99137007","","","","","","",NULL
"18072869","0001","07","1","PLANO EMPREENDIMENTOS","02","2013-05-08","00","","","2013-05-08","8230001","3329501,4615000,4619200,6203100,7490104,7911200,9319101,9529105","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","79","91447004","","","","","VALDSONJUNIOR2003@GMAIL.COM","",NULL
"02581508","0005","80","2","","02","2011-05-27","00","","","2011-05-27","6201501","6203100,6202300,6204000,4651601,4652400,9511800,8220200,6110803,6190602,4221904","AVENIDA","RIO BRANCO","186","SALA  203","CENTRO","49010910","SE","3105","21","35121200","","","","","WEMACHADO@CENTRAL24HORAS.COM.BR","",NULL
"16806229","0001","58","1","SPEED TELECOM","02","2012-08-29","00","","","2012-08-29","6190601","4321500,4742300,4751201,4752100,4757100,4761001,4761002,6022501,6110803,6141800,6190602,6190699,6203100,7490104,9511800,9512600","AVENIDA","MONTEIRO LOBATO","464","LOJA  03","ATALAIA","49037450","SE","3105","79","32551440","79","32318781","","","","",NULL
"19557505","0001","80","1","SYSPROCESS","02","2014-01-20","00","","","2014-01-20","6202300","6201501,6203100,6204000,6209100,6319400,9511800,9512600","RUA","TERENCIO SAMPAIO","532","","GRAGERU","49025700","SE","3105","79","91525000","","","","","SYSPROCESS.TI@GMAIL.COM","",NULL
"17804651","0001","37","1","ALAFIA CULTURAL","02","2013-03-22","00","","","2013-03-22","7311400","4781400,5811500,5812301,5812302,5813100,5819100,5911102,5911199,5912001,5912002,5912099,5913800,6201501,6201502,6202300,6203100,6204000,6209100,6391700,7420001,7420004,8230001,8592902,8592903,8592999,9001901,9001902,9001903,9001904,9001906,9001999,9002701,9002702","AVENIDA","AUGUSTO FRANCO","984","","SIQUEIRA CAMPOS","49075100","SE","3105","79","98018066","","","","","HELOAEU@GMAIL.COM","",NULL
"10373253","0001","64","1","IZ COMUNICACAO INTEGRADA","02","2023-06-23","00","","","2008-09-11","7311400","5911102,6201501,6202300,6203100,6204000,6209100,6319400,7490104,7810800,8230001","RUA","LAGARTO","1624","","SAO JOSE","49015270","SE","3105","79","91327512","","","","","ALINE_RIBEIRO2@HOTMAIL.COM","",NULL
"14885188","0001","07","1","PRIMEIRA MAO, VIDA FASCINANTE","02","2012-01-16","00","","","2012-01-16","6319400","5811500,5812301,5812302,5813100,6203100,7020400,7311400","RUA","PROF OSCAR VASCONCELOS","62","CASA  A","JABOTIANA","49095600","SE","3105","79","91155400","79","32143459","79","32143459","KLEBER.SERGIPE@GMAIL.COM","",NULL
"27058537","0001","69","1","ZING","02","2017-02-08","00","","","2017-02-08","7319004","6201501,6201502,6202300,6203100,6204000,6209100,6311900,6319400,6399200,7020400,7311400,7319003,7319099","AVENIDA","PEDRO PAES DE AZEVEDO","130","","SALGADO FILHO","49020450","SE","3105","79","96017547","","","79","32596924","CAIO@ZINGCOMUNICACAO.COM.BR","",NULL
"32260855","0001","48","1","NOVA TECNOLOGIA E COMUNICACAO","02","2022-05-09","00","","","2018-12-15","9511800","3314709,3321000,4321500,4329101,4329104,5811500,5812301,5812302,5813100,5819100,5912099,6190601,6190699,6202300,6203100,6209100,6311900,6319400,7312200,7319002,9512600,9521500","RUA","PROFESSOR OSCAR VASCONCELOS","62","CASA  A","JABOTIANA","49095600","SE","3105","79","91630006","","","","","NOVATECNOLOGIABR@HOTMAIL.COM","",NULL
"02667694","0058","86","2","TELMEX","02","2019-03-27","00","","","2019-03-27","6190699","3329599,4321500,4752100,6110803,6190602,6202300,6203100,6311900,6319400,7739099,9512600","RUA","ITAPORANGA","179","","CENTRO","49010140","SE","3105","11","43134620","","","","","ATENDIMENTO.FISCALIZACOES@CLARO.COM.BR","",NULL
"29682123","0001","31","1","PROMOTORIA MERCHANDISING INTELIGENTE","02","2018-02-15","00","","","2018-02-15","6203100","1830001,4641903,4649404,4743100,4754701,4789007,5920100,6202300,6204000,7319002,7319003,7319004,8230001,9001902","RUA","BOSCO SCAFFS","95","","INACIO BARBOSA","49041060","SE","3105","11","12409900","","","","","COMERCIAL@KOOMP.COM.BR","",NULL
"34485966","0001","88","1","ACMS CONSULTORIA E TECNOLIGIA","02","2019-08-09","00","","","2019-08-09","6203100","6201501,6202300,6204000,6209100,6311900,6319400,7319002,7319003,7733100,8299799,8599603,8599604","AVENIDA","PAULO VI","239","","INACIO BARBOSA","49040460","SE","3105","79","81351534","79","91601454","","","ANNESANTOS.TI@GMAIL.COM","",NULL
"34626039","0001","30","1","INOVE SYSTEM","02","2019-08-22","00","","","2019-08-22","6209100","4751201,6201501,6203100,9511800","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","79","99858986","","","","","GIVALDO.GAMA@GMAIL.COM","",NULL
"34714677","0001","03","1","INOVATECH","02","2019-08-30","00","","","2019-08-30","6209100","4751201,6202300,6203100,6319400,8211300","TRAVESSA","FREI PAULO","56","","SAO JOSE","49015240","SE","3105","79","32451792","","","","","DIRETORIA@INOVARSOLUCOESCONTABEIS.COM","",NULL
"34278776","0001","90","1","RUBIX TI","02","2019-07-22","00","","","2019-07-22","6201501","6202300,6203100,6204000,6209100","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","81","97379848","","","","","BRENOOLIMPIO@GMAIL.COM","",NULL
"37017253","0001","88","1","A&T TECNOLOGIA","02","2020-04-28","00","","","2020-04-28","6203100","6201501,6204000,6209100","RUA","FRANCISCO CARDOSO DE OLIVEIRA","103","LOJA  01","BUGIO","49090070","SE","3105","79","99731423","","","","","ALLANREZ@GMAIL.COM","",NULL
"37393663","0001","23","1","4SERVERS TECNOLOGIA","02","2020-06-12","00","","","2020-06-12","6204000","6201501,6201502,6202300,6203100,6209100,6311900,6319400,8599603","RUA","RIACHUELO","1200","","SAO JOSE","49015160","SE","3105","41","96869828","","","","","MEUCNPJ@CONTABILIZEI.COM.BR","",NULL
"37414548","0001","98","1","MENENDEZ SERVICOS INFORMATICA","02","2020-06-15","00","","","2020-06-15","6209100","6201501,6201502,6202300,6203100,6204000,6311900,6319400,8599603","AVENIDA","GONCALO ROLEMBERG LEITE","1753","APT   503 CD RES ATLANTA E","LUZIA","49045280","SE","3105","41","96869828","","","","","MEUCNPJ@CONTABILIZEI.COM.BR","",NULL
"37518964","0001","36","1","ROTATE DEVELOPMENT","02","2020-06-24","00","","","2020-06-24","6209100","6201501,6201502,6202300,6203100,6204000,6311900,6319400,8599603,9511800","RUA","FRANCISCO ANTONIO SANTOS","500","APT 204;BLOCO 07;COND ALPHA CLASS","ARUANA","49001231","SE","3105","79","91541139","","","","","MJCGAMER32@GMAIL.COM","",NULL
"40659892","0001","51","1","WORLDSOFT SISTEMAS INTELIGENTES","02","2021-02-01","00","","","2021-02-01","6209100","6201501,6201502,6202300,6203100,6204000,6311900,6319400,8599603","RUA","JACINTO UCHOA DE MENDONCA","223","","GRAGERU","49026160","SE","3105","41","96869828","","","","","MEUCNPJ@CONTABILIZEI.COM.BR","",NULL
"41718080","0001","00","1","RAFAZ","02","2021-04-27","00","","","2021-04-27","6311900","4761001,4761002,5811500,5821200,6201501,6201502,6202300,6203100,6209100,6319400,7020400,7319002,7319004,7490104,8211300,8230001,8291100,8599604","RUA","ALFERES JOSE PEDRO DE BRITO","1170","","FAROLANDIA","49032010","SE","3105","79","99979227","","","","","RAFAELLINSMONTEIRO@GMAIL.COM","",NULL
"17353409","0005","18","2","","02","2021-06-23","00","","","2021-06-23","6204000","6201501,6202300,6203100,6209100,8599603","RUA","DR MOACYR LEITE","34","LOJA  13","TREZE DE JULHO","49020285","SE","3105","27","30386337","","","","","TANIA.FERREIRA@TOTVS.COM.BR","",NULL
"21423671","0004","88","2","","02","2021-09-06","00","","","2021-09-06","8220200","4321500,4652400,4742300,4751201,4752100,4757100,4761003,4781400,6201501,6202300,6203100,6204000,6209100,6462000,7319004,7739099,7740300,8020001,8219999,9512600","AVENIDA","MARIO JORGE MENEZES VIEIRA","3028","SALA  602 EMPRESARIAL NEXU","COROA DO MEIO","49035100","SE","3105","48","40529020","","","","","ARACAJU.FINANCEIRO@PORTER.COM.BR","",NULL
"34827392","0001","89","1","Threeset Solucoes Web","02","2019-09-10","00","","","2019-09-10","6204000","5812302,5819100,6201501,6201502,6203100","RUA","FREI PAULO","181","TERREO01","SAO JOSE","49015260","SE","3105","79","99502364","","","","","JARDEL.SNARSCIMENTO@GMAIL.COM","",NULL
"44319308","0001","70","1","LP DIGITAL","02","2021-11-22","00","","","2021-11-22","6319400","4761001,5811500,6203100,7319002,8230001,8299799,8599699","RUA","WILSON BARBOSA DE MELO","23","TERREO01","ATALAIA","49037590","SE","3105","79","32232159","","","","","LUIZ@LPDIGITAL.ME","",NULL
"47151486","0001","22","1","CIA CBEC","02","2022-07-14","00","","","2022-07-14","8230001","4120400,4321500,4723700,4729699,5612100,5811500,5813100,5911102,5911199,5912099,5920100,6201501,6201502,6202300,6203100,6204000,6209100,6311900,6319400,6391700,6630400,6911703,7020400,7111100,7112000,7119799,7311400,7312200,7319001,7319002,7319003,7319004,7320300,7410202,7410203,7420001,7420004,7490101,7490105,7711000,7719599,7739003,7739099,7740300,7810800,7990200,8599604,9001901,9001902,9001903,9001904,9001905,9001906,9001999,9002701,9002702,9003500,9102302,9311500,9319101","RUA","OLIMPIO DE SOUZA CAMPOS JUNIOR","435","","INACIO BARBOSA","49040840","SE","3105","79","91800077","","","","","MARIA.TANI40@GMAIL.COM","",NULL
"48275021","0001","46","1","GRUPO INSIDERGIC","02","2022-10-13","00","","105","2022-10-13","6202300","6201501,6201502,6203100,6204000,6209100","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","96121420","0000","00000000","","","CONTATO@INSIDERGIC.COM.BR","",NULL
"49258703","0001","03","1","BUSINESS HUB","02","2023-01-19","00","","105","2023-01-19","6204000","6201501,6201502,6202300,6203100,6209100,6311900,7020400,8219999,8599603,8599604","RUA","BOSCO SCAFFS","95","","INACIO BARBOSA","49041060","SE","3105","79","32118649","","","","","LEO.BARBOZA@BUSINESSHUB.COM.BR","",NULL
"49826160","0001","83","1","","02","2023-03-06","00","","","2023-03-06","8121400","4120400,4211101,4213800,4313400,4321500,4322302,4399199,4520001,4923002,4930201,6203100,6204000,6311900,6821802,7711000,7732201,7739099,8020001,8130300,8230001,8299701","AVENIDA","PEDRO PAES DE AZEVEDO","130","","SALGADO FILHO","49020450","SE","3105","79","98220850","","","","","ANDRADE.SOLUCOESINTEGRADAS@GMAIL.COM","",NULL
"49906437","0001","88","1","","02","2023-03-13","00","","105","2023-03-13","9313100","6203100,7020400,7740300,8592901,8650002,9319101","RUA","II CONJ JK","3093","LOTE  02/01","JABOTIANA","49095683","SE","3105","79","99999999","","","","","NF.ACADEMIAJABOTIANA@HOTMAIL.COM","",NULL
"51850096","0001","18","1","GOMES SOLUTIONS","02","2023-08-17","00","","105","2023-08-17","8020001","6201501,6202300,6203100,6209100","RUA","SERGIPE","825","SALA  01","SIQUEIRA CAMPOS","49075540","SE","3105","71","92628623","0000","00000000","","","GOMES-SOLUTIONS@HOTMAIL.COM","",NULL
"55252075","0001","51","1","KALI SISTEMAS","02","2024-05-23","00","","105","2024-05-23","6203100","6201501,6202300,6204000,6209100,6311900,6319400,7020400,7319003,8599603,8599604","AVENIDA","IVO DO PRADO","352","","CENTRO","49010050","SE","3105","79","91389415","0000","00000000","","","CONTATO@KALISISTEMAS.COM.BR","",NULL
"56634554","0001","03","1","","02","2024-08-13","00","","105","2024-08-13","6201501","6201502,6202300,6203100,6204000,6209100,6311900","AVENIDA","PEDRO PAES DE AZEVEDO","130","","SALGADO FILHO","49020450","SE","3105","79","99198118","0000","00000000","","","VICTORCHAGASDEV@GMAIL.COM","",NULL
"56902065","0001","87","1","NB CONCURSOS","02","2024-08-19","00","","105","2024-08-19","8599605","4761001,5811500,5912099,6202300,6203100,6319400,7020400,7319002,7319003,8230001,8599604,8599699","RUA","WILSON BARBOSA DE MELO","23","TERREO01","ATALAIA","49037590","SE","3105","79","32232159","0000","00000000","","","CONTATOISAQUENOJOSA@GMAIL.COM","",NULL
"57268759","0001","77","1","VSJ EMPREENDIMENTOS","02","2024-09-12","00","","105","2024-09-12","8230001","3329501,4615000,4619200,6203100,7490104,7911200,9319101,9529105","AVENIDA","PEDRO PAES DE AZEVEDO","194","LOJA  02","SALGADO FILHO","49020450","SE","3105","79","91447004","0000","00000000","","","VALDSONJR10@HOTMAIL.COM","",NULL
"57335899","0001","10","1","ZEUS SOLUCOES","02","2024-09-18","00","","105","2024-09-18","6201501","6203100,6204000,6311900","AVENIDA","PEDRO PAES DE AZEVEDO","225","","SALGADO FILHO","49020450","SE","3105","79","99127935","0000","00000000","","","ZEUSSOLUCOESTI@GMAIL.COM","",NULL
